black1,red1,strike1,black2,red2,strike2,title,description,location,start_date,end_date,start_time,end_time,tags
0,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Beverly 7am - 1pm
Map: https://goo.gl/maps/5gPNP
Glenwood 9am - 2pm
Map: https://goo.gl/maps/vuKBe
63rd Street 10am - 2pm
Map: https://goo.gl/maps/XliGs
Logan Square 10am - 3pm
Map: https://goo.gl/maps/Fr17o
Perry Avenue 10am - 2pm
Map: https://goo.gl/maps/ksM3x
Pilsen 9am - 2pm
Map: https://goo.gl/maps/EA6iK
Portage Park 10am - 2pm
Map: https://goo.gl/maps/ibNRQ
Rainbow Beach Park 12pm - 5pm
Map: https://goo.gl/maps/7RPlb
Wicker Park 8am - 2pm
Map: https://goo.gl/maps/Hi9Hm
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1425 N Damen Ave, Chicago, IL 60622, USA",7/5/15,7/5/15,7:00:00 AM,5:00:00 PM,none
0,,,,,,Children's Museum Free,"Chicago Children’s Museum is a place where families and caregivers with infants and children are encouraged to create, explore, and discover together through play. The museum features three vibrant floors of exhibits and activities that provide sensory experiences and engaging educational content focusing on literacy, science, math, visual and performing arts, and health.
Map: https://goo.gl/maps/6v93u
About: http://www.chicagochildrensmuseum.org/index.php/plan/free-discounted-visits
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","Chicago Children's Museum, 700 East Grand Avenue, Chicago, IL 60611, United States",7/5/15,7/5/15,10:00:00 AM,5:00:00 PM,none
0,,,,,,African/Caribbean International Festival of Life,"The International Festival of Life(IFOL) was created in 1993. The IFOL festival is dedicated to celebrating the humanity of all people. The event allows cultural, educational and spiritual exchange through innovative programming and a marketplace format that highlights the global spectrum of entertainment, food, fine arts, crafts, small business and corporate communities. Two themes have been adapted to the International Festival of Life: “Bringing Nations Together” and “Living Together as One”.
Map: http://goo.gl/maps/sgPOc
About: http://martinsinterculture.com/ifol.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1501 W Randolph St, Chicago, IL 60607, USA",7/5/15,7/5/15,12:00:00 PM,10:00:00 PM,none
0,,,,,,Windy City Ribfest,"Finger lickin' slabs from some of the best local and national ribbers will be in the spotlight at this popular summer food/street fest that's celebrating its seventh year in 2015. Even better? A rockin' 3-day music stage lineup featuring some of the hottest local and national rock/pop and classic indie acts as well as local tribute bands! 
Map: https://goo.gl/maps/dOjix
About: http://www.chicagoevents.com/event.cfm?eid=190
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Lawrence & Broadway, United States",7/5/15,7/5/15,12:00:00 PM,9:00:00 PM,none
0,,,,,,DuSable Museum Free,"To promote understanding and inspire appreciation of the achievements, contributions, and experiences of African Americans through exhibits, programs, and activities that illustrate African and African American history, culture and art.
Map: https://goo.gl/maps/yQHDd
About: http://www.dusablemuseum.org/visit/admission-information
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","DuSable Museum of African American History, 740 East 56th Place, Chicago, IL 60637, United States",7/5/15,7/5/15,12:00:00 PM,5:00:00 PM,none
0,,,,,,Summerdance -,"Individual themes TBA
Lessons: 4-5 p.m.
Live music: 5-7 p.m. 
Map: http://goo.gl/maps/15QE
About: http://www.chicagosummerdance.com
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","601 S Michigan Ave, Chicago, IL 60605, USA",7/5/15,7/5/15,4:00:00 PM,7:00:00 PM,none
0,,,,,,Movies in the Park - Teen Wolf (1985) (PG),"A struggling high school student with problems discovers that his family has an unusual pedigree when he finds himself turning into a werewolf.
Where: Jonquil Playlot Park
Map: https://maps.google.com/maps?q=1001+W+Wrightwood+Ave+Chicago,+IL+60614
About: http://www.imdb.com/title/tt0090142
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jonquil9/
Park info: http://www.chicagoparkdistrict.com/parks/Jonquil-Playlot-Park/
Neighborhood: Lincoln Park
Closed Captions: Yes
Runtime: 91 minutes
Call (312) 742-7816 for weather related cancellation information or email Matt Fontana at matt.fontana@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","1001 W Wrightwood Ave Chicago, IL 60614",7/5/15,7/5/15,8:44:00 PM,10:15:00 PM,none
0,,,,,,Farmers Market - Loyola,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Map: https://goo.gl/maps/NMru1
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1200 W Loyola Ave, Chicago, IL 60626, USA",7/6/15,7/6/15,3:00:00 PM,7:00:00 PM,none
0,,,,,,Downtown Sound - King Sunny Ade + Mathew Tembo,"King Sunny Ade is the undisputed king of juju music, the dance-inspiring hybrid of western pop and traditional African music with roots in the guitar tradition of Nigeria. Ade launched his own record label in 1974 and has released more than 100 of his own recordings in Nigeria. This tour marks his first visit to North America in 7 years. Mathew Tembo’s music fuses indigenous Zambian vibes with contemporary sounds to create a truly unique form. His latest album, Dadi Mwana, resounds in upbeat, Afro-fusion, reggae-fueled tracks featuring lyrics in various languages skillfully performed on handmade instruments.
Map: http://goo.gl/maps/wt6bH
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/millennium_park1.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Jay Pritzker Pavilion at Millennium Park, 201 East Randolph Street, Chicago, IL 60601, United States",7/6/15,7/6/15,6:30:00 PM,10:00:00 PM,none
0,,,1,,,Movies in the Park - Much Ado About Nothing (2012) (PG-13),"A modern retelling of Shakespeare's classic comedy about two pairs of lovers with different takes on romance and a way with words.
Where: Kathy Osterman Beach
Map: https://maps.google.com/maps?q=5800+N+Lake+Shore+Drive+Chicago,+IL+60660
About: http://www.imdb.com/title/tt2094064
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Osterman-Beach3/
Park info: http://www.chicagoparkdistrict.com/parks/kathy-osterman-beach/
Neighborhood: Edgewater
Closed Captions: Yes
Runtime: 109 minutes
Call (312) 742-5121for weather related cancellation information or email N/A at N/A.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","5800 N Lake Shore Drive Chicago, IL 60660",7/6/15,7/6/15,8:44:00 PM,10:33:00 PM,none
1,,,1,,,Movies in the Park - X-Men: Days of Future Past (PG-13),"The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.
Where: John Clark Park
Map: https://maps.google.com/maps?q=4615+W+Jackson+Blvd+Chicago,+IL+60644
About: http://www.imdb.com/title/tt1877832
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Clark-John1/
Park info: http://www.chicagoparkdistrict.com/parks/Clark-John-Park/
Neighborhood: Austin
Closed Captions: Yes
Runtime: 148 minutes
Call (773) 287-7794for weather related cancellation information or email Marques Johnson at marques.johnson@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","4615 W Jackson Blvd Chicago, IL 60644",7/6/15,7/6/15,8:44:00 PM,11:12:00 PM,none
1,,,,,,Movies in the Park - Spider Man 2 (No),"Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.
Where: Jackie Robinson Park
Map: https://maps.google.com/maps?q=10540+S+Morgan+St+Chicago,+IL+60643
About: http://www.imdb.com/title/tt0316654
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jackie-Robinson1/
Park info: http://www.chicagoparkdistrict.com/parks/jackie-robinson-park/
Neighborhood: Washington Heights
Closed Captions: No
Runtime: 127 minutes
Call (312) 745-4041for weather related cancellation information or email Samuel Betts at samuel.betts@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","10540 S Morgan St Chicago, IL 60643",7/6/15,7/6/15,8:44:00 PM,10:51:00 PM,none
1,,,,1,,Movies in the Park - The Amazing Spider-Man (PG-13),"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.
Where: Nat King Cole Park
Map: https://maps.google.com/maps?q=361+E+85th+St+Chicago,+IL+60619
About: http://www.imdb.com/title/tt0948470
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Cole2/
Park info: http://www.chicagoparkdistrict.com/parks/Nat-King-Cole-Park/
Neighborhood: Chatham
Closed Captions: Yes
Runtime: 153 minutes
Call (312) 747-6063for weather related cancellation information or email Gene Morgan at gene.morgan@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","361 E 85th St Chicago, IL 60619",7/6/15,7/6/15,8:44:00 PM,11:17:00 PM,none
0,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Downtown - Federal Plaza 7am - 3pm
Map: https://goo.gl/maps/NMru1
Lincoln Square 7am - 1pm
Map: https://goo.gl/maps/v4Uvs
Columbus Park 2pm - 7pm
Map: https://goo.gl/maps/RP9sO
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","W Adams St at S Dearborn St Chicago, IL",7/7/15,7/7/15,7:00:00 AM,3:00:00 PM,none
0,,,,,,Museum of Contemporary Art Free,"Note: Free admission only to Illinois residents every Tuesday.
One of the nation’s largest facilities devoted to the art of our time, the Museum of Contemporary Art (MCA) offers exhibitions of the most thought-provoking art created since 1945. The MCA documents contemporary visual culture through painting, sculpture, photography, video and film, and performance. Located in the heart of downtown Chicago, the MCA boasts a gift store, bookstore, restaurant, 300-seat theater, and a terraced sculpture garden with a great view of Lake Michigan.
Map: https://goo.gl/maps/b05l4
About: http://www.mcachicago.org/info/about/overview
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","220 E Chicago Ave, Chicago, IL 60611, USA",7/7/15,7/7/15,10:00:00 AM,8:00:00 PM,none
0,,,,,,Loyola University Museum of Art Free,"The Loyola University Museum of Art (LUMA) was founded in 2005 on the Water Tower Campus of Loyola University Chicago. LUMA is located on the Magnificent Mile in Lewis Towers, a historic 1926 Gothic Revival building. The museum, with 25,000 square feet contains eight main exhibition galleries, the William G. and Marilyn M. Simpson Lecture Hall, the Solomon Cordwell Buenz Library of Sacred Art and Architecture, the Museum Shop, the Push Pin Gallery, and the Harlan J. Berk Ltd. Works on Paper Gallery. LUMA welcomes new members and volunteers at all levels of participation. 
Map: https://goo.gl/maps/rbz9z
About: http://www.luc.edu/luma/about/index.shtml
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","Loyola University Museum of Art, 820 North Michigan Avenue, Chicago, IL 60611, United States",7/7/15,7/7/15,11:00:00 AM,8:00:00 PM,none
0,,,,,,Millennium Park Film Series - Big Night,"A failing Italian restaurant run by two brothers gambles on one special night to try to save the business.
Where: Jay Pritzker Pavilion, Millennium Park
Map: https://goo.gl/maps/DCjdi
About: http://www.imdb.com/title/tt0115678/
Closed Captions: No
Runtime: 107 minutes
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Jay Pritzker Pavilion at Millennium Park, 201 East Randolph Street, Chicago, IL 60601, United States",7/7/15,7/7/15,6:30:00 PM,8:17:00 PM,none
