title,start_date_f,end_date_f,address,description,source,tags
Night Out: Cronus Land Open Rehearsal at Revere,2015-07-20T19:00:00,2015-07-20T21:00:00,"Revere Park, 2509 W. Irving Park Rd., Chicago IL         60618","Khecari Open Rehearsal: ʺThe Cronus Land.ʺ You are invited to witness Khecari's rehearsal process and participate in a discussion as we construct ʺThe Cronus Land.ʺ Based on last year's sold-out ʺOubliette,ʺ this new dance work will present a journey around the periphery of a cavernous space before entering a micro-theater in which the dancers perform in a 5x8 pit.]",parks,none
Night Out: Yoga in the Parks at Osterman Beach,2015-07-20T19:15:00,2015-07-20T20:00:00,"Kathy Osterman Beach, 5800 N. Lake Shore Dr., Chicago IL         60660",Join the Chicago Park District's Fitness Department for an exhilarating evening of Yoga in the Park.],parks,none
Night Out: Broccoli: The Musical! at Russell Sq,2015-07-21T10:30:00,2015-07-21T11:30:00,"Russell Square Park, 3045 E. 83rd St., Chicago IL         60617","MPAACT Theatre presents ""When Good Broccoli Goes Bad: The Musical!,"" the story of Broccoli's adventure out of the vegetable crisper and into the land of unhealthy foods that live on the refrigerator's higher shelves. Using music from different genres and decades, this musical offers young people the historical and nutritional food information they need to help them learn the value of healthy eating.]",parks,none
Night Out: Sound Tracks at Haas,2015-07-21T18:00:00,2015-07-21T20:00:00,"Haas Park, 2402 N. Washtenaw Ave., Chicago IL         60647","Soundtracks brings all of the fun, excitement and entertainment of the movie to with a live performance by a band or other entertainers prior to the start of select Movie in the Parks showings. Not only are people getting a free movie, they are getting a free interactive performance too! With additional prizes and games, that will no doubt give families a reason to get up and get out early.]",parks,none
Night Out: Canciones de Cri-Cri at Eugene Field,2015-07-21T18:00:00,2015-07-21T19:00:00,"Eugene Field Park, 5100 N. Ridgeway Ave., Chicago IL         60625","The Latin duo Gonza & Isa Cancion y Cuento performs children's songs in Spanish from Mexico's beloved ""Cri-Cri,"" the singing cricket created by Francisco Gabilondo Soler.]",parks,none
Night Out: Chicago Shakes at Tuley,2015-07-21T18:30:00,2015-07-21T20:00:00,"Tuley Park, 501 E. 90th Pl., Chicago IL         60619","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.]",parks,none
Night Out: Concerts in the Parks at Welles,2015-07-21T18:30:00,2015-07-21T20:00:00,"Tuley Park, 501 E. 90th Pl., Chicago IL         60619"," Band: Seth Boustead & David Keller | Modern Classical Music from the founder and an instructor from Access Contemporary Music. 
",parks,none
Night Out: Concerts in the Parks at Welles,2015-07-21T18:30:00,2015-07-21T20:00:00,"Welles Park, 2333 W. Sunnyside Ave., Chicago IL         60625"," Band: Seth Boustead & David Keller | Modern Classical Music from the founder and an instructor from Access Contemporary Music. 
",parks,none
Night Out: Grant Park Chorus at South Shore,2015-07-21T19:00:00,2015-07-21T21:00:00,"South Shore Cultural Center, ,   ","This year the Grant Park Music Festival will continue to work together with the Chicago Park District's Night Out in the Parks program and expand Festival Connect, its comprehensive initiative aimed to increase music education and engagement opportunities for audiences of all ages.    Festival Connect will bring a renewed focus to the neighborhoods with a performance by the Grant Park Chorus.     The Grant Park Chorus will reach new audiences by bringing Songs From the Heart, a program of a cappella music. ]",parks,none
Night Out: Tales from Around the World at Brainerd,2015-07-22T13:00:00,2015-07-22T14:00:00,"Brainerd Park, 1246 W. 92nd St., Chicago IL         60620","Chicago Danztheatre's Tales from Around the World is a fun and interactive performance inspired by global folk tales, songs, and dances for all ages. Performances may include ""Monkey See, Monkey Do"" from India, ""Zomo the Rabbit"" from Africa, or ""Papalotizin Y Las Monarcas"" from the Aztecs. Come for the fun and you might end up on stage.]",parks,none
Night Out: Art &amp; Arch. Bike Tours at Douglas,2015-07-22T17:00:00,2015-07-22T20:30:00,"Douglas Park, 1401 S. Sacramento Dr.  , Chicago IL         60623","Slow Roll Chicago's Art & Architecture Bike Tours is a series of 12 community bicycle rides touring neighborhood art and architecture. Throughout the series, all participants are invited to participate in a bike photography competition. A number of winning photos will be selected for public exhibition at the final ride.]",parks,none
Night Out: Mili and Jed at Edgebrook,2015-07-22T18:00:00,2015-07-22T19:00:00,"Edgebrook Park, 6525 N. Hiawatha Ave., Chicago IL         60646","Mili and Jed jam with their audiences to acoustic, alternative rock! Bring your favorite instrument or just bring your vocal chords for an hour of creative music.]",parks,none
Night Out: Dance in the Parks at Davis Sq,2015-07-22T18:30:00,2015-07-22T20:00:00,"Davis Square Park, 4430 S. Marshfield Ave., Chicago IL         60609",Dance in the Parks brings professional concert dance to a temporary stage in Chicago's neighborhood parks! Performances include dance works by established up-and-coming Chicago choreographers performed by professional dancers as well as showcase opportunities for youth performers from the local neighborhoods. Free all- ages performance. Bring your picnic and enjoy the show!],parks,none
Night Out: Conquest Concert Jazz/R&amp;B at Midway Pl,2015-07-22T18:30:00,2015-07-22T20:00:00,"Davis Square Park, 4430 S. Marshfield Ave., Chicago IL         60609","""Chicago's hottest new band is bringing that feel-good music to the streets.""
",parks,none
Night Out: Conquest Concert Jazz/R&amp;B at Midway Pl,2015-07-22T18:30:00,2015-07-22T20:00:00,"Midway Plaisance Park, 1130 Midway Plaisance North, Chicago IL         60637",Live music at its best. Chicago's hottest new band is bringing that feel-good music to the streets. A dynamic blend of the old with the new!],parks,none
Night Out: Chicago Shakes at Humboldt,2015-07-22T18:30:00,2015-07-22T20:00:00,"Humboldt Park, 1400 N. Sacramento Ave , Chicago IL         60622","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.]",parks,none
Night Out: Soul and Duende at Edgebrook,2015-07-22T19:00:00,2015-07-22T20:00:00,"Edgebrook Park, 6525 N. Hiawatha Ave., Chicago IL         60646","Enjoy this moving performance from acclaimed Flamenco troupe, Soul and Duende. You might even learn a step or two as the dancers offer up some interactive instruction suitable for all ages.]",parks,none
Night Out: Yoga in the Parks at Norwood Circle,2015-07-22T19:15:00,2015-07-22T20:00:00,"Norwood Circle Park, 7117 W. Peterson Ave., Chicago IL         60631",Join the Chicago Park District's Fitness Department for an exhilarating evening of Yoga in the Park.],parks,none
Night Out: Theater on the Lake at Berger,2015-07-22T19:30:00,2015-07-22T21:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Jackalope Theatre presents ""Four."" On a lonely Fourth of July in Hartford in 1996, June, a sixteen-year-old white boy sneaks out for his first ever tryst with Joe, a closeted, married black man he's met over the Internet. On the same night, just across town, studious high schooler, Abigayle, escapes her ailing mother to go out with Dexter, a twenty-year-old low-level drug dealer. In and around the city, as America celebrates its independence, these two couples get to know themselves and each other, as they navigate the journey from strangers to intimates.]",parks,none
Night Out: Urban Gateways at Abbott,2015-07-23T11:00:00,2015-07-23T12:00:00,"Abbott Park, 49 E. 95th St., Chicago IL         60628","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: West Indian Dance Workshops at Columbus,2015-07-23T15:00:00,2015-07-23T16:00:00,"Columbus Park, 500 S. Central Ave., Chicago IL         60644","Learn basic Afro-Caribbean dance with the West Indian Dance Theater Company.  Workshops are every Thursday, June 18 - September 3, 2015.]",parks,none
Night Out: Circus Fun with CircEsteem at Buttercup,2015-07-23T17:00:00,2015-07-23T19:00:00,"Buttercup Playlot Park, 4901 N. Sheridan Rd., Chicago IL         60640","Uptown's own CircEsteem offers free interactive circus workshops for the kids and families at Buttercup Park. CircEsteem's youth performance troupe will teach others how to spin a plate, juggle, and walk on a tightwire. Everyone is welcome.]",parks,none
Night Out: Joyce Renee Walker at Sumner,2015-07-23T18:00:00,2015-07-23T20:00:00,"Sumner Park, 4320 W. 5th Ave., Chicago IL         60624","Joyce Renee Walker supplies piano and vocals in various music genres including gospel, jazz, and rhythm & blues.]",parks,none
Night Out: SummerDance at Ping Tom,2015-07-23T18:00:00,2015-07-23T21:00:00,"Ping Tom Memorial Park, 1700 S. Wentworth Ave., Chicago IL         60616","In collaboration with the Department of Cultural Affairs and Special Events, Chicago SummerDance heads to the neighborhood parks. SummerDance in the Parks features a different genre of dance instruction followed by 2 hours of live music where patrons can show off their newly learned dance moves.    6-7pm: Dancing with Class (East Coast Swing)  7-9pm: Petra van Nuis Quintet (20s, 30s, and 40s Classic Swing)     This concert takes place at 300 W. 19th Street beneath the pagoda structure. ]",parks,none
